id,function,field,semantic_similarity,bleu,completeness,f1_score,sbc
F001,PauseProgram,trigger,0.4844647943973541,0.02627968585443437,0.17647058823529413,0.21428571428571427,0.377
F001,PauseProgram,action,0.7677110433578491,0.1934529902282619,0.6923076923076923,0.6206896551724138,0.6952
F001,PauseProgram,effect,0.7525471448898315,0.030934588294313718,0.3,0.25,0.5899
F001,PauseProgram,constraint,0.8186574578285217,0.027952555963587523,0.15384615384615385,0.14285714285714288,0.6066
F002,ScreenHeader,trigger,0.44925597310066223,0.010761308100691222,0.09090909090909091,0.11764705882352942,0.3337
F002,ScreenHeader,action,0.8181153535842896,0.3559407493488011,0.5789473684210527,0.6111111111111113,0.7241
F002,ScreenHeader,effect,0.7045949101448059,0.014778153368968696,0.2,0.22222222222222224,0.5347
F002,ScreenHeader,constraint,0.6951645612716675,0.22894156860669912,0.36363636363636365,0.32,0.5822
F003,ReadIntBetween,trigger,0.833840548992157,0.04324227075463215,0.5,0.5,0.688
F003,ReadIntBetween,action,0.700178325176239,0.025909791967249622,0.3684210526315789,0.4375,0.5664
F003,ReadIntBetween,effect,0.6007448434829712,0.35705835125873997,0.6,0.5454545454545454,0.5762
F003,ReadIntBetween,constraint,0.6344152092933655,0.009186672262412125,0.2,0.16216216216216214,0.485
F004,ReadDate,trigger,0.8049712777137756,0.17534823156623092,0.8181818181818182,0.6923076923076923,0.7447
F004,ReadDate,action,0.7604479193687439,0.28845712954906627,0.5185185185185185,0.5833333333333334,0.6649
F004,ReadDate,effect,0.6941118240356445,0.03187271473320672,0.375,0.3636363636363636,0.5641
F004,ReadDate,constraint,0.5777890086174011,0.011495275638768601,0.11764705882352941,0.11764705882352941,0.4291
F005,ReadTime,trigger,0.823917031288147,0.07545375968371165,0.4375,0.5,0.6718
F005,ReadTime,action,0.7355576157569885,0.047749508019087276,0.32,0.41025641025641024,0.5837
F005,ReadTime,effect,0.6304263472557068,0.027076576267554473,0.3125,0.30303030303030304,0.5065
F005,ReadTime,constraint,0.5614210367202759,0.02183900775077412,0.30434782608695654,0.3255813953488372,0.456
F006,IsDate1BeforeDate2,trigger,0.8297215104103088,0.22652581507881553,0.45454545454545453,0.45454545454545453,0.6944
F006,IsDate1BeforeDate2,action,0.7961024641990662,0.12788696758917453,0.55,0.6285714285714286,0.6801
F006,IsDate1BeforeDate2,effect,0.6689574718475342,0.02447101445789074,0.47058823529411764,0.48484848484848486,0.5648
F006,IsDate1BeforeDate2,constraint,0.6024712920188904,0.008803215238933213,0.1,0.12903225806451613,0.4426
F007,IsTime1BeforeTime2,trigger,0.7449662089347839,0.024289783953423513,0.45454545454545453,0.3333333333333333,0.6148
F007,IsTime1BeforeTime2,action,0.7971452474594116,0.028839624904991455,0.2777777777777778,0.29411764705882354,0.6164
F007,IsTime1BeforeTime2,effect,0.8173441290855408,0.031022609713680347,0.5294117647058824,0.5142857142857143,0.6811
F007,IsTime1BeforeTime2,constraint,0.6209552884101868,0.015100267492500341,0.1724137931034483,0.22222222222222224,0.4707
F008,ExitScreen,trigger,0.8294568657875061,0.355310106137518,0.45454545454545453,0.5263157894736842,0.7071
F008,ExitScreen,action,0.844203770160675,0.46757901748754266,0.6666666666666666,0.75,0.771
F008,ExitScreen,effect,0.9143286347389221,0.1169455115701007,0.6428571428571429,0.6428571428571429,0.7803
F008,ExitScreen,constraint,0.6800256967544556,0.020448007360218394,0.2727272727272727,0.24999999999999994,0.5326
F009,MainMenu,trigger,0.4574178159236908,0.017267606045625942,0.23076923076923078,0.2857142857142857,0.3681
F009,MainMenu,action,0.7402698993682861,0.042418590313448135,0.30434782608695654,0.411764705882353,0.5833
F009,MainMenu,effect,0.7211224436759949,0.01839381624963888,0.45454545454545453,0.3703703703703703,0.5975
F009,MainMenu,constraint,0.5890180468559265,0.012464633492045013,0.15789473684210525,0.18181818181818182,0.4451
F010,main,trigger,0.5648595094680786,0.036362270465000714,0.2727272727272727,0.2727272727272727,0.4536
F010,main,action,0.6783604025840759,0.011688396478408102,0.25,0.35294117647058826,0.526
F010,main,effect,0.6638283729553223,0.0428361950754725,0.2727272727272727,0.2727272727272727,0.5235
F010,main,constraint,0.6898640394210815,0.014454543871607488,0.2631578947368421,0.27777777777777773,0.537
F011,DisplayUserCard,trigger,0.5638148188591003,0.022416933501922302,0.3333333333333333,0.28571428571428575,0.4636
F011,DisplayUserCard,action,0.7058085203170776,0.027709598437053617,0.35,0.4,0.5668
F011,DisplayUserCard,effect,0.7527849078178406,0.12173955129903105,0.6923076923076923,0.7500000000000001,0.6776
F011,DisplayUserCard,constraint,0.7301169037818909,0.14611783090145075,0.3888888888888889,0.34146341463414637,0.6035
F012,ReadUserInfo,trigger,0.7768812775611877,0.025275510917163426,0.23529411764705882,0.2857142857142857,0.5934
F012,ReadUserInfo,action,0.6440344452857971,0.015613033855554424,0.35294117647058826,0.4444444444444445,0.523
