id,function,field,semantic_similarity,bleu,completeness,f1_score,sbc
F001,PauseProgram,trigger,0.566558301448822,0.036541463535931865,0.29411764705882354,0.3225806451612903,0.4591
F001,PauseProgram,action,0.8924110531806946,0.0712695567709093,0.6153846153846154,0.5161290322580646,0.7549
F001,PauseProgram,effect,0.6440162062644958,0.011502783619900045,0.1,0.08,0.472
F001,PauseProgram,constraint,0.6076202392578125,0.008830895300928163,0.3076923076923077,0.2,0.4878
F002,ScreenHeader,trigger,0.6826457977294922,0.010713701843513142,0.36363636363636365,0.24242424242424246,0.5517
F002,ScreenHeader,action,0.738386869430542,0.2343888321664969,0.47368421052631576,0.5142857142857142,0.635
F002,ScreenHeader,effect,0.813544511795044,0.062284969540134474,0.4,0.38709677419354843,0.6557
F002,ScreenHeader,constraint,0.5495550632476807,0.0,0.0,0.0,0.3847
F003,ReadIntBetween,trigger,0.8104615211486816,0.029452743654800276,0.5833333333333334,0.4827586206896552,0.6869
F003,ReadIntBetween,action,0.8076819777488708,0.18556675930109115,0.5789473684210527,0.5500000000000002,0.6997
F003,ReadIntBetween,effect,0.5355511903762817,0.16943571815930883,0.4,0.4000000000000001,0.4718
F003,ReadIntBetween,constraint,0.8557419180870056,0.04840461225938483,0.4,0.35294117647058826,0.6839
F004,ReadDate,trigger,0.8049712777137756,0.17534823156623092,0.8181818181818182,0.6923076923076923,0.7447
F004,ReadDate,action,0.7604479193687439,0.28845712954906627,0.5185185185185185,0.5833333333333334,0.6649
F004,ReadDate,effect,0.685110867023468,0.03187271473320672,0.375,0.3636363636363636,0.5578
F004,ReadDate,constraint,0.6556941270828247,0.025639245965674077,0.29411764705882354,0.29411764705882354,0.5204
F005,ReadTime,trigger,0.8226521611213684,0.17534823156623092,0.5625,0.5806451612903225,0.7059
F005,ReadTime,action,0.7065051794052124,0.19230646305118726,0.4,0.46511627906976744,0.5938
F005,ReadTime,effect,0.647723913192749,0.030232667130855925,0.375,0.33333333333333326,0.5314
F005,ReadTime,constraint,0.4859665334224701,0.009337534921653758,0.21739130434782608,0.20408163265306123,0.3846
F006,IsDate1BeforeDate2,trigger,0.8085856437683105,0.16188613565728213,0.45454545454545453,0.3846153846153846,0.6731
F006,IsDate1BeforeDate2,action,0.8089065551757812,0.11816699867675434,0.5,0.5405405405405405,0.6781
F006,IsDate1BeforeDate2,effect,0.6847805976867676,0.023861368086918393,0.4117647058823529,0.4117647058823529,0.5641
F006,IsDate1BeforeDate2,constraint,0.7662429809570312,0.024073806236105617,0.3,0.3243243243243243,0.5988
F007,IsTime1BeforeTime2,trigger,0.7449662089347839,0.024289783953423513,0.45454545454545453,0.3333333333333333,0.6148
F007,IsTime1BeforeTime2,action,0.7971452474594116,0.028839624904991455,0.2777777777777778,0.29411764705882354,0.6164
F007,IsTime1BeforeTime2,effect,0.7099700570106506,0.06586656967644004,0.6470588235294118,0.5945945945945946,0.633
F007,IsTime1BeforeTime2,constraint,0.5493056178092957,0.016317456445879727,0.20689655172413793,0.2553191489361702,0.4275
F008,ExitScreen,trigger,0.8134519457817078,0.2925612730731506,0.7272727272727273,0.64,0.7441
F008,ExitScreen,action,0.844203770160675,0.46757901748754266,0.6666666666666666,0.75,0.771
F008,ExitScreen,effect,0.6702961921691895,0.07277904839594497,0.42857142857142855,0.4137931034482759,0.5622
F008,ExitScreen,constraint,0.5734660029411316,0.020255986027125642,0.18181818181818182,0.17391304347826086,0.4398
F009,MainMenu,trigger,0.6299113631248474,0.020200106912694155,0.3076923076923077,0.29629629629629634,0.5045
F009,MainMenu,action,0.7815253734588623,0.06224123820339179,0.43478260869565216,0.5128205128205128,0.6402
F009,MainMenu,effect,0.7518064379692078,0.010043468297595231,0.45454545454545453,0.3225806451612903,0.6182
F009,MainMenu,constraint,0.8377413749694824,0.060805997510382785,0.42105263157894735,0.42105263157894735,0.6767
F010,main,trigger,0.626340925693512,0.022416933501922302,0.2727272727272727,0.2608695652173913,0.4952
F010,main,action,0.5427468419075012,0.01599248714366856,0.25,0.3157894736842105,0.4315
F010,main,effect,0.5229352116584778,0.01553712569276035,0.09090909090909091,0.09090909090909091,0.3858
F010,main,constraint,0.6182462573051453,0.014296145628396562,0.3157894736842105,0.3243243243243243,0.4974
F011,DisplayUserCard,trigger,0.5638148188591003,0.022416933501922302,0.3333333333333333,0.28571428571428575,0.4636
F011,DisplayUserCard,action,0.792335033416748,0.03407106568427488,0.4,0.4571428571428572,0.638
F011,DisplayUserCard,effect,0.7482920289039612,0.08947853200770763,0.5384615384615384,0.5,0.6404
F011,DisplayUserCard,constraint,0.643606424331665,0.017860092878992276,0.2222222222222222,0.19999999999999998,0.4968
F012,ReadUserInfo,trigger,0.7716928124427795,0.02281759320781575,0.23529411764705882,0.30769230769230765,0.5895
F012,ReadUserInfo,action,0.7842084169387817,0.06277381644599526,0.6470588235294118,0.6111111111111113,0.6846
F012,ReadUserInfo,effect,0.6697667241096497,0.03542135147987519,0.38095238095238093,0.4444444444444444,0.5486
F012,ReadUserInfo,constraint,0.706081748008728,0.009152541620698935,0.25,0.1904761904761905,0.5452
F013,SearchUserByFirstName,trigger,0.8258534073829651,0.05663652003998358,0.4,0.4324324324324324,0.6638
F013,SearchUserByFirstName,action,0.7613944411277771,0.04420722207450818,0.34782608695652173,0.39999999999999997,0.607
F013,SearchUserByFirstName,effect,0.7594466805458069,0.044553108758702664,0.36363636363636365,0.41025641025641024,0.6088
F013,SearchUserByFirstName,constraint,0.7437220215797424,0.009871721786705418,0.2,0.17777777777777778,0.5616
F014,SearchUserByID,trigger,0.7914574146270752,0.08326915667169545,0.6,0.48,0.6823
