id,function,field,semantic_similarity,bleu,completeness,f1_score,sbc
F001,PauseProgram,trigger,0.5572817921638489,0.036581212462211535,0.29411764705882354,0.33333333333333337,0.4526
F001,PauseProgram,action,0.8924110531806946,0.0712695567709093,0.6153846153846154,0.5161290322580646,0.7549
F001,PauseProgram,effect,0.6719045639038086,0.025281168697394947,0.3,0.22222222222222224,0.5329
F001,PauseProgram,constraint,0.6076202392578125,0.008830895300928163,0.3076923076923077,0.2,0.4878
F002,ScreenHeader,trigger,0.706658124923706,0.02872495348091206,0.45454545454545453,0.3448275862068966,0.5884
F002,ScreenHeader,action,0.7793143391609192,0.23713320246552005,0.5263157894736842,0.5128205128205129,0.6745
F002,ScreenHeader,effect,0.7829142808914185,0.029060356336435146,0.26666666666666666,0.26666666666666666,0.6043
F002,ScreenHeader,constraint,0.5495550632476807,0.0,0.0,0.0,0.3847
F003,ReadIntBetween,trigger,0.8104615211486816,0.029452743654800276,0.5833333333333334,0.4827586206896552,0.6869
F003,ReadIntBetween,action,0.7889480590820312,0.2042128370387497,0.5789473684210527,0.5500000000000002,0.6885
F003,ReadIntBetween,effect,0.5894231796264648,0.1584450133726893,0.4,0.4000000000000001,0.5084
F003,ReadIntBetween,constraint,0.7041722536087036,0.014216645907653848,0.2,0.18750000000000003,0.5343
F004,ReadDate,trigger,0.8049712777137756,0.17534823156623092,0.8181818181818182,0.6923076923076923,0.7447
F004,ReadDate,action,0.7604479193687439,0.28845712954906627,0.5185185185185185,0.5833333333333334,0.6649
F004,ReadDate,effect,0.782774031162262,0.18295654224495206,0.5,0.48484848484848486,0.6662
F004,ReadDate,constraint,0.6556941270828247,0.025639245965674077,0.29411764705882354,0.29411764705882354,0.5204
F005,ReadTime,trigger,0.8226521611213684,0.17534823156623092,0.5625,0.5806451612903225,0.7059
F005,ReadTime,action,0.7065051794052124,0.19230646305118726,0.4,0.46511627906976744,0.5938
F005,ReadTime,effect,0.647723913192749,0.030232667130855925,0.375,0.33333333333333326,0.5314
F005,ReadTime,constraint,0.47454679012298584,0.00967763449717078,0.21739130434782608,0.20833333333333331,0.3766
F006,IsDate1BeforeDate2,trigger,0.5954406261444092,0.08939270118279458,0.5454545454545454,0.3529411764705882,0.5348
F006,IsDate1BeforeDate2,action,0.72957843542099,0.11295714543953923,0.5,0.47619047619047616,0.622
F006,IsDate1BeforeDate2,effect,0.6776254177093506,0.026613685332453077,0.5294117647058824,0.5,0.5829
F006,IsDate1BeforeDate2,constraint,0.6956499814987183,0.021084454569051277,0.3,0.28571428571428564,0.5491
F007,IsTime1BeforeTime2,trigger,0.7449662089347839,0.024289783953423513,0.45454545454545453,0.3333333333333333,0.6148
F007,IsTime1BeforeTime2,action,0.8638293147087097,0.18239905452001884,0.6111111111111112,0.5641025641025642,0.7451
F007,IsTime1BeforeTime2,effect,0.812600314617157,0.06433175422776263,0.7058823529411765,0.6315789473684211,0.7164
F007,IsTime1BeforeTime2,constraint,0.5493056178092957,0.016317456445879727,0.20689655172413793,0.2553191489361702,0.4275
F008,ExitScreen,trigger,0.8267409205436707,0.3573880113629119,0.45454545454545453,0.5,0.7054
