id,function,field,semantic_similarity,bleu,completeness,f1_score,sbc
F001,PauseProgram,trigger,0.5765247941017151,0.03058760346458022,0.29411764705882354,0.29411764705882354,0.4654
F001,PauseProgram,action,0.6921097636222839,0.35831291876413535,0.6153846153846154,0.5925925925925927,0.6434
F001,PauseProgram,effect,0.7368583679199219,0.030934588294313718,0.3,0.24,0.5789
F001,PauseProgram,constraint,0.724292516708374,0.011502783619900045,0.07692307692307693,0.07142857142857144,0.5235
F002,ScreenHeader,trigger,0.44925597310066223,0.010761308100691222,0.09090909090909091,0.11764705882352942,0.3337
F002,ScreenHeader,action,0.7350620031356812,0.20708304248442655,0.47368421052631576,0.5294117647058824,0.63
F002,ScreenHeader,effect,0.6624390482902527,0.03645654994547954,0.3333333333333333,0.3571428571428571,0.534
F002,ScreenHeader,constraint,0.6951645612716675,0.22894156860669912,0.36363636363636365,0.32,0.5822
F003,ReadIntBetween,trigger,0.7720444798469543,0.018002829271425148,0.5,0.4444444444444445,0.6422
F003,ReadIntBetween,action,0.7842893004417419,0.19401073222846635,0.47368421052631576,0.5294117647058824,0.6631
F003,ReadIntBetween,effect,0.6457021832466125,0.20458069164373974,0.4666666666666667,0.4827586206896552,0.5658
F003,ReadIntBetween,constraint,0.7041722536087036,0.014216645907653848,0.2,0.18750000000000003,0.5343
F004,ReadDate,trigger,0.845015287399292,0.269855346668251,0.6363636363636364,0.6363636363636364,0.7458
F004,ReadDate,action,0.6770463585853577,0.002062321444889459,0.1111111111111111,0.17142857142857143,0.4964
F004,ReadDate,effect,0.7156180739402771,0.08262013232705506,0.4375,0.5,0.5967
F004,ReadDate,constraint,0.5894641280174255,0.013670263578541062,0.23529411764705882,0.23529411764705882,0.4611
F005,ReadTime,trigger,0.8686881065368652,0.06484332373239513,0.375,0.4800000000000001,0.6896
F005,ReadTime,action,0.6273779273033142,0.016118653455222214,0.16,0.2222222222222222,0.4728
F005,ReadTime,effect,0.6614024639129639,0.0726012648714618,0.375,0.41379310344827586,0.5452
F005,ReadTime,constraint,0.49572253227233887,0.011103198975860576,0.17391304347826086,0.1951219512195122,0.3829
F006,IsDate1BeforeDate2,trigger,0.8297215104103088,0.22652581507881553,0.45454545454545453,0.45454545454545453,0.6944
F006,IsDate1BeforeDate2,action,0.6416082978248596,0.021488275984548603,0.4,0.4571428571428572,0.5313
F006,IsDate1BeforeDate2,effect,0.6689574718475342,0.02447101445789074,0.47058823529411764,0.48484848484848486,0.5648
F006,IsDate1BeforeDate2,constraint,0.529789388179779,0.010232590214732839,0.15,0.18749999999999997,0.4019
F007,IsTime1BeforeTime2,trigger,0.7690812349319458,0.02560744480557418,0.45454545454545453,0.3448275862068966,0.6318
F007,IsTime1BeforeTime2,action,0.8268609642982483,0.06292112165599094,0.3333333333333333,0.375,0.6518
F007,IsTime1BeforeTime2,effect,0.8270727396011353,0.0348744977550996,0.5882352941176471,0.5882352941176471,0.7001
F007,IsTime1BeforeTime2,constraint,0.5720164179801941,0.014514683729032455,0.1724137931034483,0.23255813953488377,0.4363
F008,ExitScreen,trigger,0.8294568657875061,0.355310106137518,0.45454545454545453,0.5263157894736842,0.7071
F008,ExitScreen,action,0.844203770160675,0.46757901748754266,0.6666666666666666,0.75,0.771
F008,ExitScreen,effect,0.8703267574310303,0.08609583710384033,0.5,0.4827586206896552,0.7178
F008,ExitScreen,constraint,0.9074855446815491,0.27668736912821895,0.7272727272727273,0.64,0.8084
F009,MainMenu,trigger,0.6288455128669739,0.018693000799960027,0.3076923076923077,0.29629629629629634,0.5036
