id,function,field,ref,gen,ref_tokens,gen_tokens,semantic_similarity,bleu,completeness,f1_score,sbc
F001,PauseProgram,trigger,ユーザーが前の処理を終え、メインメニューに戻るタイミングで実行される,ユーザーがプログラムの一時停止を必要とする状況に到達したとき。,ユーザー が 前 の 処理 を 終え 、 メイン メニュー に 戻る タイミング で 実行 さ れる,ユーザー が プログラム の 一時 停止 を 必要 と する 状況 に 到達 し た とき 。,0.5689629912376404,0.03058760346458022,0.29411764705882354,0.29411764705882354,0.4602
F001,PauseProgram,action,Enterキーを押すようにユーザーに促し、その入力を待機する,標準出力にメッセージを表示し、ユーザーのEnterキー入力を待機する。,Enter キー を 押す よう に ユーザー に 促し 、 その 入力 を 待機 する,標準 出力 に メッセージ を 表示 し 、 ユーザー の Enter キー 入力 を 待機 する 。,0.7677110433578491,0.1934529902282619,0.6923076923076923,0.6206896551724138,0.6952
F001,PauseProgram,effect,ユーザーの任意のタイミングでメニューに戻れるようにする,ユーザーがEnterキーを押すと、プログラムがメインメニューに戻る。,ユーザー の 任意 の タイミング で メニュー に 戻れる よう に する,ユーザー が Enter キー を 押す と 、 プログラム が メイン メニュー に 戻る 。,0.7525471448898315,0.030934588294313718,0.3,0.25,0.5899
F001,PauseProgram,constraint,標準入力から1文字以上が入力されるまで次に進まない,Enterキー以外の入力を受け取ると意図した動作をしない可能性があり、エラー処理は実装されていない。,標準 入力 から 1 文字 以上 が 入力 さ れる まで 次に 進ま ない,Enter キー 以外 の 入力 を 受け取る と 意図 し た 動作 を し ない 可能 性 が あり 、 エラー 処理 は 実装 さ れ て い ない 。,0.6076202392578125,0.008830895300928163,0.3076923076923077,0.2,0.4878
F002,ScreenHeader,trigger,画面をクリアし、操作画面に見出しを表示したいとき,関数が呼び出されると、指定されたタイトルを画面のヘッダーとして表示する処理が開始されます。,画面 を クリア し 、 操作 画面 に 見出し を 表示 し たい とき,関数 が 呼び出さ れる と 、 指定 さ れ た タイトル を 画面 の ヘッダー として 表示 する 処理 が 開始 さ れ ます 。,0.6826457977294922,0.010713701843513142,0.36363636363636365,0.24242424242424246,0.5517
F002,ScreenHeader,action,コンソール画面をクリアし、引数で与えられたタイトル文字列を目立つ枠で囲んで表示する,画面をクリアし、タイトルを装飾ラインで囲んで標準出力に表示します。,コンソール 画面 を クリア し 、 引数 で 与え られ た タイトル 文字 列 を 目立つ 枠 で 囲ん で 表示 する,画面 を クリア し 、 タイトル を 装飾 ライン で 囲ん で 標準 出力 に 表示 し ます 。,0.738386869430542,0.2343888321664969,0.47368421052631576,0.5142857142857142,0.635
F002,ScreenHeader,effect,画面に見出しが強調され、処理の開始や区切りが明確になる,標準出力にタイトルが装飾ラインと共に表示され、画面がクリアされます。,画面 に 見出し が 強調 さ れ 、 処理 の 開始 や 区切り が 明確 に なる,標準 出力 に タイトル が 装飾 ライン と共に 表示 さ れ 、 画面 が クリア さ れ ます 。,0.813544511795044,0.062284969540134474,0.4,0.38709677419354843,0.6557
F002,ScreenHeader,constraint,Windows環境で 'cls' コマンドが有効である必要がある,エラー処理は行わず、戻り値はありません。,Windows 環境 で   ' cls '   コマンド が 有効 で ある 必要 が ある,エラー 処理 は 行わ ず 、 戻り 値 は あり ませ ん 。,0.4490562975406647,0.0,0.0,0.0,0.3143
F003,ReadIntBetween,trigger,ユーザーに特定の範囲内の整数入力を求めたいとき,ユーザーが整数を入力することを求められたとき。,ユーザー に 特定 の 範囲 内 の 整数 入力 を 求め たい とき,ユーザー が 整数 を 入力 する こと を 求め られ た とき 。,0.833840548992157,0.04324227075463215,0.5,0.5,0.688
F003,ReadIntBetween,action,標準入力から整数値を読み取り、指定された範囲に収まるまで繰り返し再入力を求める,ユーザーに整数を入力させ、その整数が指定された範囲内に収まるか確認する。,標準 入力 から 整数 値 を 読み取り 、 指定 さ れ た 範囲 に 収まる まで 繰り返し 再 入力 を 求める,ユーザー に 整数 を 入力 さ せ 、 その 整数 が 指定 さ れ た 範囲 内 に 収まる か 確認 する 。,0.8118552565574646,0.19850823739068116,0.5789473684210527,0.5641025641025641,0.7039
