file,avg_sim,max_sim,near_duplicates,avg_bleurt,bleurt_max,answer
AddNewReservation.json,0.6064412593841553,0.9999999403953552,2,0.6450072377920151,0.9554663300514221,この関数は、新しい予約を既存の予約リストの末尾に追加する。
AddNewReservationScreen.json,0.7490330338478088,0.9999999403953552,1,0.6619861423969269,0.9430660605430603,AddNewReservationScreen 関数は、新しい予約を作成し、既存の予約リストに追加するためのものである。
AddNewRoom.json,0.5671587586402893,0.9999998807907104,2,0.638127475976944,0.9352532625198364,この関数は、新しい部屋を既存の部屋リストの末尾に追加し、更新されたリストを返します。
AddNewRoomScreen.json,0.5449607968330383,0.9999999403953552,2,0.6393937319517136,0.9416057467460632,この関数は、新しい部屋を作成し、リストに追加するためのもので、既存の部屋とIDが重複していないことを確認する。
AddNewUser.json,0.5468378663063049,1.0,2,0.6017889231443405,0.9497724175453186,この関数は、新しいユーザーをユーザーリストの末尾に追加する。
AddNewUserScreen.json,0.5890800952911377,1.0000001192092896,2,0.6640001833438873,0.9608743786811829,この関数は、新しいユーザーを追加するための画面を表示し、ユーザーが既に存在しない場合にのみユーザーをリストに追加します。
CheckRoomAvailabilityScreen.json,0.7060091495513916,1.0000001192092896,2,0.6840060204267502,0.9473748803138733,この関数は、ユーザーに部屋の空き状況を名前またはIDで確認する方法を選ばせ、その選択に基づいて適切な検索画面を表示する。
DeleteReservationByID.json,0.5429335236549377,1.0,2,0.5413707569241524,0.9356796145439148,この関数は、指定された ID を持つ予約を予約リストから削除し、リストの先頭を返します。
DeleteReservationScreen.json,0.5891748666763306,1.0000001192092896,1,0.6488058343529701,0.9818863272666931,この関数は、ユーザーが指定した予約IDに基づいて予約を検索し、見つかった場合はその予約を削除する機能を提供します。
DeleteRoomByID.json,0.6446172595024109,1.0000001192092896,2,0.6530824899673462,0.9440526366233826,この関数は、リンクリストから指定されたIDの部屋を削除し、リストの先頭を返します。
DeleteRoomScreen.json,0.5947928428649902,1.0,1,0.6976430118083954,0.9354579448699951,この関数は、ユーザーに部屋のIDを入力させ、そのIDに対応する部屋を削除する機能を提供します。
DeleteUserByID.json,0.662024736404419,0.9999998807907104,1,0.6680832356214523,0.9616524577140808,この関数は、指定された ID を持つユーザーをリンクリストから削除し、更新されたリストを返します。
DeleteUserScreen.json,0.6016610860824585,1.0000001192092896,1,0.6543516367673874,0.9464905261993408,この関数は、ユーザーにIDを入力させ、そのIDに対応するユーザーをリストから削除する機能を提供します。
DisplayReservationCard.json,0.6944832801818848,1.0,2,0.626447781920433,0.9420627951622009,この関数は、予約情報をフォーマットしてコンソールに表示するためのものである。
DisplayReservationsScreen.json,0.5679032802581787,1.0,1,0.6023011803627014,0.9484212398529053,この関数は予約リストを表示し、リストが空の場合はその旨を通知します。
DisplayRoomCard.json,0.6710993647575378,0.9999999403953552,2,0.6390992403030396,0.9626116752624512,関数は、部屋の情報を表示し、予約されている場合は予約の詳細も表示します。
DisplayRoomListScreen.json,0.5975095629692078,1.0000001192092896,2,0.6740991324186325,0.9270230531692505,この関数は、リンクリスト形式で保存された部屋のリストを表示し、各部屋の詳細を個別に表示します。
DisplayUserCard.json,0.5574415922164917,1.0,2,0.5965799540281296,0.9611300826072693,この関数は、ユーザーのID、名前、姓をフォーマットされたカード形式でコンソールに表示する。
DisplayUserListScreen.json,0.6052109599113464,1.0000001192092896,2,0.6552250981330872,0.9473884105682373,この関数は、ユーザーリストが空でない場合、各ユーザーの情報を順番に表示する。
ExitScreen.json,0.5758002400398254,1.000000238418579,1,0.6634423434734344,0.9328121542930603,この関数は、コンソール画面をクリアし、プロジェクトの終了画面を表示する。
IsDate1BeforeDate2.json,0.5353883504867554,0.9999999403953552,2,0.6615497022867203,0.9496293067932129,この関数は、2つの日付を比較し、Date1がDate2より前の日付であるかどうかを判定します。
IsTime1BeforeTime2.json,0.6326658129692078,1.0,2,0.6478614807128906,0.9229697585105896,この関数は、Time1 が Time2 よりも前の時間であるかを判定する。時間と分を比較している。
main.json,0.5628505349159241,0.9999998807907104,2,0.5742295160889626,0.9393749833106995,main関数はプログラムのエントリーポイントであり、MainMenu関数を呼び出してプログラムを終了する。
