file,avg_sim,max_sim,near_duplicates,avg_bleurt,bleurt_max,answer
AddNewReservation.json,0.9136673808097839,0.9999999403953552,2,0.7707029283046722,0.9554663300514221,この関数は、新しい予約を既存の予約リストの末尾に追加する。
AddNewReservationScreen.json,0.8506649732589722,0.9999999403953552,1,0.746905043721199,0.9430660605430603,AddNewReservationScreen 関数は、新しい予約を作成し、既存の予約リストに追加するためのものである。
AddNewRoom.json,0.9342535138130188,0.9999998807907104,3,0.7911794930696487,0.9352532625198364,この関数は、新しい部屋を既存の部屋リストの末尾に追加し、更新されたリストを返します。
AddNewRoomScreen.json,0.8276528120040894,0.9999999403953552,2,0.6907002925872803,0.9416057467460632,この関数は、新しい部屋を作成し、リストに追加するためのもので、既存の部屋とIDが重複していないことを確認する。
AddNewUser.json,0.8893059492111206,1.0,2,0.7621470540761948,0.9497724175453186,この関数は、新しいユーザーをユーザーリストの末尾に追加する。
AddNewUserScreen.json,0.8188753128051758,1.0000001192092896,1,0.6959522068500519,0.9608743786811829,この関数は、新しいユーザーを追加するための画面を表示し、ユーザーが既に存在しない場合にのみユーザーをリストに追加します。
CheckRoomAvailabilityScreen.json,0.8374142646789551,1.0000001192092896,1,0.734121099114418,0.9473748803138733,この関数は、ユーザーに部屋の空き状況を名前またはIDで確認する方法を選ばせ、その選択に基づいて適切な検索画面を表示する。
DeleteReservationByID.json,0.8152558207511902,1.0,1,0.6995094567537308,0.9356796145439148,この関数は、指定された ID を持つ予約を予約リストから削除し、リストの先頭を返します。
DeleteReservationScreen.json,0.7366248369216919,1.0000001192092896,1,0.7221172899007797,0.9818863272666931,この関数は、ユーザーが指定した予約IDに基づいて予約を検索し、見つかった場合はその予約を削除する機能を提供します。
DeleteRoomByID.json,0.8351297378540039,1.0000001192092896,1,0.7552175223827362,0.9440526366233826,この関数は、リンクリストから指定されたIDの部屋を削除し、リストの先頭を返します。
DeleteRoomScreen.json,0.8343138098716736,1.0,1,0.7221905440092087,0.9354579448699951,この関数は、ユーザーに部屋のIDを入力させ、そのIDに対応する部屋を削除する機能を提供します。
DeleteUserByID.json,0.8769009113311768,0.9999998807907104,2,0.7286208868026733,0.9616524577140808,この関数は、指定された ID を持つユーザーをリンクリストから削除し、更新されたリストを返します。
DeleteUserScreen.json,0.7586592435836792,1.0000001192092896,1,0.6930471807718277,0.9464905261993408,この関数は、ユーザーにIDを入力させ、そのIDに対応するユーザーをリストから削除する機能を提供します。
DisplayReservationCard.json,0.8252054452896118,1.0,1,0.767820417881012,0.9420627951622009,この関数は、予約情報をフォーマットしてコンソールに表示するためのものである。
DisplayReservationsScreen.json,0.7893789410591125,1.0,1,0.6432857811450958,0.9484212398529053,この関数は予約リストを表示し、リストが空の場合はその旨を通知します。
DisplayRoomCard.json,0.7776879072189331,0.9999999403953552,1,0.7186736166477203,0.9626116752624512,関数は、部屋の情報を表示し、予約されている場合は予約の詳細も表示します。
DisplayRoomListScreen.json,0.7906615734100342,1.0000001192092896,1,0.668814405798912,0.9270230531692505,この関数は、リンクリスト形式で保存された部屋のリストを表示し、各部屋の詳細を個別に表示します。
DisplayUserCard.json,0.6101582050323486,1.0,1,0.6277961432933807,0.9611300826072693,この関数は、ユーザーのID、名前、姓をフォーマットされたカード形式でコンソールに表示する。
DisplayUserListScreen.json,0.8597606420516968,1.0000001192092896,2,0.7332347482442856,0.9473884105682373,この関数は、ユーザーリストが空でない場合、各ユーザーの情報を順番に表示する。
ExitScreen.json,0.6329909563064575,1.000000238418579,1,0.6388299763202667,0.9328121542930603,この関数は、コンソール画面をクリアし、プロジェクトの終了画面を表示する。
IsDate1BeforeDate2.json,0.9814113974571228,0.9999999403953552,4,0.8335468471050262,0.9496293067932129,この関数は、2つの日付を比較し、Date1がDate2より前の日付であるかどうかを判定します。
IsTime1BeforeTime2.json,0.9479363560676575,1.0,4,0.6554128676652908,0.9229697585105896,この関数は、Time1 が Time2 よりも前の時間であるかを判定する。時間と分を比較している。
main.json,0.8493390679359436,0.9999998807907104,2,0.731460452079773,0.9393749833106995,main関数はプログラムのエントリーポイントであり、MainMenu関数を呼び出してプログラムを終了する。
MainMenu.json,0.7840432524681091,1.0,1,0.6871010214090347,0.966224193572998,この関数は、ユーザー、部屋、予約の管理メニューを提供し、ユーザーの選択に応じて適切なサブメニューを呼び出すメインメニューを表示します。
PauseProgram.json,0.7799777388572693,1.0,1,0.7078457921743393,0.9809077382087708,関数はユーザーがEnterキーを押すまでプログラムを一時停止し、Enterキーが押された後にメインメニューに戻ることを意図している。
ReadDate.json,0.9147102236747742,0.9999999403953552,2,0.7136316895484924,0.9651649594306946,ユーザーから日付を入力として受け取り、stDate 構造体に格納して返す。
ReadIntBetween.json,0.7754236459732056,0.9999998211860657,1,0.7008769512176514,0.9675565361976624,この関数は、ユーザーから整数を読み取り、その整数が指定された範囲内にあるかどうかを確認し、範囲外の場合は再入力を求める。
ReadReservationInfo.json,0.6482528448104858,0.9999999403953552,1,0.7049793004989624,1.0037654638290405,関数はユーザーが入力した予約情報を検証し、重複や不正なデータがないか確認します。
